question1,question2,is_duplicate
我的借呗是开通不了呗,我想申请借呗,0
我的手机丢了怎么关掉花呗,我之前的手机号丢了，现在换了手机怎么花呗用不了,0
花呗还清最低还款影响信用度么,花呗还最低会影响信用吗,1
借呗逾期一天影响信用么,借呗拖延一天还会不会影响信用,1
开通了花呗收钱 收钱码 不可以收款,我的花呗收款认证通过了为啥还收不成款,1
申请了收钱码还能用借呗吗,能不能提前申请借呗,0
网页版 借呗在哪里,网页版借呗在哪里,1
多少分蚂蚁借呗会有额度,蚂蚁借呗最高可以借到多少,0
我现在用的支付宝没有花呗，原来的有，能不能改过来改到现在的支付宝,我，我的支付宝上首页上没有花呗，怎么回事呀,0
如何提升蚂蚁借呗额度,增加借呗额度,1
花呗不支持电费，为什么有扣款记录,为什么不支持花呗充值电费,0
怎么花呗剩下的个已用的加起不对,不用的花呗手机号怎么解绑,0
借呗还款日期是什么时候,借呗还款日是每个月的几号,1
借呗***万免费额度提现,借呗的免费提现额度是什么意思,0
我的花呗显示别的号码,花呗显示未入账,0
如何开通花呗支付的商家吗,商家已开通花呗，客户扫码不到,0
花呗提示你可登录支付宝帐号********使用花呗。怎么用,可是还是显示：您可登陆支付宝账号**********使用花呗,1
但是我腿之前，已经银行卡还了花呗了，我现在没有收到这个退款,退款是花呗，我不知道,0
花呗额度可赠送么,领取花呗额度,0
不是蚂蚁借呗，是来分期不让借了,逾期处理了，怎么还吧借呗和来分期都给停了,0
开通花呗为什么说我安全不过关,我开通花呗，不用会扣钱吗,0
花呗无法线下,花呗线下使用有额度吗,0
蚂蚁花呗支付，可以申请退款吗,花呗收款可以开通吗,0
非商家，怎么借呗变成网商贷了,蚂蚁借呗跟网商贷,0
今日用花呗，什么时候还,如果今天***号使用花呗里边的钱，还款日期是什么时候,1
为什么我的花呗访问不了通讯录,花呗题额老是说要访问通讯录是怎么回事,0
借呗怎么提前评估,为什么我不能使用借呗,0
借呗为期三个月了,借呗分期为啥只显示六个月和十二个月,0
花呗***每月利息多少,花呗需要利息吗,0
滴滴打车花呗付钱的，可以打小票吗,花呗能打车吗,0
用花呗分期买了商品退款,打车用花呗付了怎么退,0
我的花呗出账日,花呗出账具体时间,1
我不想用花呗，怎么样关掉,怎么关不了花呗,0
有两个支付宝，但是只有一个能用花呗是吧,我花呗有两千五，为啥我只能用一千,0
我的花呗还有多少钱没还清,花呗是不是用了多少，就还多少的,0
用的花呗付款怎么退款,花呗付款后没有收到货怎样退款,1
如果花呗消费没有超过额度还多少,花呗有没限一天用多少额度,0
信用卡与花呗,信用卡花呗,0
借呗还款日期几号,蚂蚁借呗还款延期一天发款多了,0
逾期花呗就用不了不吗,花呗逾期能补救吗,0
提示可申请借呗，为什么又开通不成功,为什么现在借呗要申请,0
如果开通花呗以后可以关闭吗,没，就想问问，我花呗关了那么久了，还能开通吗,0
退回花呗的钱和实际金额不符,为什么花呗用的金额和实际金额不符,0
花呗账单我已经还清了，退款到花呗的钱怎么办,花呗退款怎么花,0
为什么我花呗扣了钱，但是我淘宝显示未付款？店家也说显示没付款,怎么付款了显示没有付款，花呗的钱也扣了,1
我想查看我***月***号借呗还款的具体账单,蚂蚁借呗怎么看还款账单,0
怎么关掉收钱码的花呗收钱,怎么关闭二维码花呗收款功能,1
我花呗是不是自动扣款的,我不管你们什么花呗自动扣款，只要没到期，你们凭什么扣钱,0
借呗已还清为什么负面记录还存在,借呗已还款，负面怎么还在,1
申请花呗收钱要绑定银行卡吗,使用蚂蚁借呗需要绑定银行卡么,0
花呗刷脸怎么老说认不出本人来,我花呗核实扫脸怎么不通过,1
如我不想使用花呗，怎么办,如果我不想用花呗了能不能退掉,1
我今天用了花呗，是不是明天一定要还的,这个单子用的不是花呗,0
系统什么时候评估借呗开通条件,有哪些条件开通借呗,0
可以用花呗冲流量吗,花呗可以绑定etc吗,0
如何能使花呗额度提高,花呗额度每个月都会提额吗,0
花呗服务费这么贵,花呗收款服务费 什么意思,0
花呗分期用不了,线下签约花呗分期,0
我的花呗是否还清,我九月份的花呗还完了,0
正常为什么不能用？？一切支持花呗付款的东西，超市，饿了么订餐，淘票票买电影票什么的都不可以。淘宝也不行,为什么不能使用花呗付款,1
帮我查一下我账户的花呗是否清帐,你查下我花呗账单,0
花呗按最低还款会不会算逾期,花呗每月还了最低还款会对信用产生影响吗,0
花呗查询账单显示暂无账单什么原因,怎么查询我的借呗的账单日,0
我的花呗怎么长不了,为什么我的花呗什么都干不了,0
怎样付款不能用花呗，只能从银行卡里扣款,怎么花呗不能付款,0
换了手机号为什么借呗不能用,之前的手机注册的花呗，换了号码怎么办,0
口碑商家不能使用花呗付款,客户花呗不能使用,0
我没用花呗为什么会叫我还款,我没有用过花呗，为什么还要提示我还款,0
我想在淘宝上用花呗,天猫和淘宝花呗怎么不同用,0
支付宝上的蚂蚁借呗钱为什么 转不出去,为什么我卡里转钱还借呗却说信号不好 失败,0
是不是我这花呗限额,怎么提升花呗额度,0
领取了提额但是借呗额度没有增加,怎么点了额度没有变化,0
花呗人脸识别不了我,蚂蚁花呗要人脸识别，每次都通不过,0
我借呗的额度没有了,借呗还完了，怎么没有了,0
我已经关闭另一个号的花呗了怎么在这个号开通,蚂蚁花呗关闭了。怎么开通另一个,1
我的花呗提额怎么还给我冻结了,我的花呗冻结了，什么时候可以正常使用,0
花呗可以更换分期还款期数吗,花呗还款怎样更换银行卡,0
我的花呗好为什么降成***,为什么我的花呗额度降低了***,1
花呗付款后分期,花呗分期全部还款后能提额吗,0
网商贷怎么改借呗,网贷换借呗,1
我的花呗逾期了，还能分期吗,花呗办了分期不能提前还款么,0
用了花呗红包,刚注册花呗***元红包,0
为什么共享单车不能用花呗支付押金了,为什么现在蚂蚁花呗不支持交摩拜单车押金,1
我看我的蚂蚁借呗可以转两万元到我卡上是真的吗,借呗欠的钱可以转卡吗,0
怎么提高借呗数目,借呗不够用怎么提额,1
我想买个手机，商家支持花呗，但我不可以用,我还完以后如何设置不再用花呗了,0
显示花呗存在风险,花呗显示帐号存在风险,1
我要堤高借呗,我说的不是花呗，我是要借呗,0
借呗怎么就不能用了,支付宝跟换手机号码，借呗就不能用了,0
花呗出个系统忙是什么意思,花呗，最低还款是什么意思,0
蚂蚁借呗综合评估多长时间,借呗系统综合评估多久一次,1
一次消费花呗有金额限制吗,花呗付款次数有限制吗,0
微贷产品已还款，怎么还不能使用花呗,花呗还清还不能用,0
帮我看看我的花呗还能不能再次开通,我想咨询下开通花呗的条件,0
为什么我花呗逾期后还清了，还显示我蚂蚁花呗有逾期行为，没有还款,花呗逾期了，为什么想还款没有花呗这一项了,0
借呗利率为什么不同,为什么我的蚂蚁借呗利率是万六这么高,0
花呗还款不到,我花呗还了用不了怎么回事,0
美团不能用花呗是怎么回事,我的花呗为什么在超市不能用了,0
花呗可以座滴滴打车吗,花呗可以点饿了吗,0
花呗还款有临时额度,花呗临时额度到期后必须马上还到原有额度吗,0
为什么找不到花呗入口,找花呗入口,1
还有，我花呗分期买的东西退款到花呗，怎么还款,可是我花呗已经提前还了一期了,0
什么还花呗,想咨询什么是花呗付款,0
我的不是花呗付款,我在花呗里分期付款的 为什么下个月付款,0
我的借呗怎么自动分期了,今天我自动银行卡借呗自动还款了,0
为什么不能用花呗,花呗借的款我已经还了为什么额度依旧用不了,0
开通了蚂蚁借呗 未通过怎么回事,借呗没通过审核怎么办,1
花呗分期后还能账单分期吗,花呗可以三次分期吗,0
蚂蚁借呗借三天怎么操作,借呗只借一个月，怎么操作,1
为什么我明明用花呗付款了但是还是显示我没有付款,为什么提示登录支付宝使用花呗,0
虚拟商品可以用花呗,花呗能购买虚拟商品,1
为什么绑定银行卡之后不能使用花呗,为什么花呗绑定上卡，还显示绑定卡,0
我借呗没通过什么时候可以在申请,我申请的借呗提升额度通过了没有，怎么查询,0
开通了花呗不使用要扣钱吗,这个月开通花呗，这个月不消费还需要还款吗,1
帮我花呗直接关了也可以,我需要关闭花呗,1
为什么我花呗不可以分期账单,花呗账单为什么无法分期，只能最低还款,0
花呗还款显示未还,花呗还款怎么没到账,0
花呗能一次还一半吗,花呗提前还一半可以不,1
我花呗里面是不是有***的额度,花呗上有***钱是谁的,0
电脑的支付宝花呗在那,花呗换支付宝,0
哪些支付不能用花呗,我哪里用了花呗钱,0
刚才给我发借呗提额信息,借呗信用提额,0
花呗电话更换,还蚂蚁花呗电话,0
借呗可以帮我提额吗,借呗今天到期可以明天还吗,0
淘宝付款方式里面找不到花呗,我的支付宝里怎么找不到蚂蚁花呗,0
花呗提前划款,分期花呗提前还,0
蚂蚁借呗怎么自己关闭了,关闭借呗图标,0
收钱码能用于花呗收款吗,信用卡花呗收款的条件,0
退款花呗怎么没少钱,我的花呗里钱很少什么原因,0
我的花呗已经还完了吧,我的花呗上个月已经全部还清,0
我用花呗充话费充错了，还能退嘛,花呗充了话费成功了，可以在退回花呗里面吗,0
我的花呗额度冻结了，还能不能用了,为什么我的花呗一直用不了,0
花呗临时用几天还,今天用花呗哪天还,1
我拿花呗分期现在想提钱还款，怎么一起结算的,花呗现在提前改款不了是怎么回事,0
我巳经还了，但是在花呗上的帐单怎么没取消,我在华为商城用花呗购买的订单取消了，花呗这次还是需要还款是怎么回事,0
帮我重新审核花呗,能重新审核我的花呗吗,0
我就奇了怪了，借呗花呗我都提前几天还的，你们怎么不让我用,你看下我的花呗还清了吗,0
花呗是日息,花呗分期付款利息是多少,0
借呗结清了，负面记录还在,借呗在芝麻信用上的负面记录如何处理,0
我问花呗为什么没了,我想提高我的花呗额度,0
花呗临时额度可以在天猫分期吗,花呗临时额度也可以做分期吗,0
***月***号花呗自动还款会何要扣手续费,花呗还款自动扣会收手续费吗,0
修改花呗手机号码,花呗绑定手机号码更换,1
我的蚂蚁花呗迟还了两天会不会影响信用度,花呗负额度会影响信誉嘛,0
借呗没有还款会怎样,蚂蚁借呗到期没还怎么处理,1
我的花吧开通不了,我的花呗开通不了,1
退款回到花呗了，为什么还需要还款，我的钱去哪了,我花呗购物退款的钱退到那去了,0
花呗免手续费用积分在哪里换,花呗分期卷在哪看,0
支付宝花呗怎么退款,退款到花呗多出的钱该怎么办,0
花呗分期还款后如何一次性还款,花呗分期后怎样一次性还款,1
